ID,ProvName,ProvService,ProvUndiscl,ProvSpanish,ProvStreet,ProvCity,ProvState,ProvZIP,ProvLat,ProvLong,ProvWebsite,ProvPhone,ProvEmail,ProvDescr,LastUpdate
228,FISH of Orchards,GRO,FALSE,FALSE,6012 NE 110th Avenue,Vancouver,WA,98682,45.66626,-122.56068,http://fishoforchards.org/,360-256-2440,,Free Groceries.  HOURS: Mon: 10 am - 2:30 pm; Tues: 10:30 am - 2:30 pm; Wed - Thurs: 10 am - 2:30 pm; Fri: 10 am - 2:30 pm. Closed daily 12:-12:30 pm,202108
230,Six Eight Food Pantry,GRO,FALSE,FALSE,8802 NW 9th Avenue,Vancouver,WA,98665,45.68605,-122.68025,https://68church.com/ministries-2/sixeight-food-pantry/,360-524-3778,,Free Groceries.  HOURS: Tues: 4 pm - 7 pm or by appointment Tuesday 11 am to 12 pm.,202108
231,School Pantry at East Gresham Elementary (SUN/EPHC),GRO,FALSE,FALSE,900 SE 5th Street,Gresham,OR,97080,45.49297,-122.42053,https://foodfinder.oregonfoodbank.org/locations/school-pantry-at-east-gresham-elementary-sun-ephc,503-501-0922,,"Free Groceries.  HOURS: Tues: 3 pm - 4:30 pm. Distribution at front of the school drive thru style, pre-boxed.",202108
232,St Francis CAC,"GRO, TSH, DIN",FALSE,FALSE,"15659 SW Oregon Street
15659 SW Oregon St",Sherwood,OR,97140,45.35906,-122.83774,https://stfrancissherwood.org/social-action-ministries,"503-640-3263; 503-625-7067
503) 625-7067",,"Free Groceries.  HOURS: Wed - Thurs: 9 am - 11 am. *Shopping Style"" 5 pm to 7 pm on Wednesday as well.",202108
233,Helping Hands (Sherwood),GRO,FALSE,FALSE,22280 SW Washington St,Sherwood,OR,97140,45.35887,-122.84433,https://sherwoodumc.com/helping-hands-food-pantry/,503-625-7975,,"Free Groceries.  HOURS: Sat: 9 am - 10 am, 3rd Saturday of the month. Call in case of emergency situation. Premade boxes for drive up service.",202108
234,Reynolds High School Free Food Market (SUN/SEI),PRD,FALSE,FALSE,1698 SW Cherry Park Road,Troutdale,OR,97060,45.52806,-122.40139,,503-667-3186,,"Free Produce.  HOURS: Tues: 2 pm - 5 pm; Last Tuesdays of the month. Drive-thru, pre-bagged program. Distribution on the west side of school between school and Imagination Park.",202108
236,Wilsonville Community Sharing Free Food Market,"PRD, GRO",FALSE,FALSE,28925 SW Boberg Rd,Wilsonville,OR,97070,45.31096,-122.77256,https://wilsonvillecommunitysharing.org/,503-282-0555; 503-682-6939,,"Free Produce.  HOURS: Mon: 10 am - 11 am, 3rd Monday of the month. Please bring your own bags.",202108
237,Willowbrook Food Pantry,GRO,FALSE,FALSE,19200 SW Edy Road,Sherwood,OR,97140,45.36753,-122.87525,https://journeysherwood.org/willowbrook,971-832-1688,,Free Groceries.  HOURS: Tues: 4 pm - 6 pm; Sat: 9 am - 11 am. Prepared boxes brought out to parking lot. Markers in place for social distancing.,202108
238,School Pantry at WL Henry Elementary (Kiwanis),GRO,FALSE,FALSE,1060 SE24th Ave,Hillsboro,OR,97123,45.51191,-122.956,https://www.hsd.k12.or.us/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=45&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=14771&PageID=1,503-844-1694,,Free Groceries.  HOURS: Tues: 2:30 pm - 4:30 pm. Open 2nd and 4th Tuesdays of the month. Drive up for premade boxes.,202108
239,Sherwood Essential Needs Hub,GRO,FALSE,FALSE,23000 SW Pacific Highway,Sherwood,OR,97140,45.35337,-122.86664,https://www.co.washington.or.us/HHS/CommunicableDiseases/COVID-19/sherwood-essential-needs-hub.cfm,503-862-4026,,Free Groceries.  HOURS: Wed: 10 am - 12 pm.,202108
240,CAO Shelter Home EFB,GRO,FALSE,FALSE,210 SE 12th St,Hillsboro,OR,97123,45.51352,-122.9705,https://foodfinder.oregonfoodbank.org/locations/cao-shelter-home-efb,503-640-3263,,Free Groceries.  HOURS: Sun: 9 am - 9 pm; Mon - Tues: 5:30 pm - 9 pm; Wed - Thurs: 5:30 pm - 9 pm; Fri: 5:30 pm - 9 pm; Sat: 9 am - 9 pm. Provides 1-3 days supply of food. Serves Washington County.,202108
241,Hillsboro Spanish SDA,GRO,FALSE,FALSE,1165 SE Walnut St,Cornelius,OR,97123,45.51779,-122.97097,https://foodfinder.oregonfoodbank.org/locations/hillsboro-spanish-sda,503-841-8541,,Free Groceries.  HOURS: Wed: 5 pm - 7 pm. *Shopping style pantry.,202108
242,SVDP Brush Prairie,GRO,FALSE,FALSE,11607 NE 87th Avenue,Vancouver,WA,98662,45.7059,-122.58302,https://stjohnsvdpbrushprairie.wordpress.com/,360-573-7199,,Free Groceries.  HOURS: Mon: 9:30 am - 12:30 pm; Wed - Thurs: 9:30 am - 12:30 pm; Fri: 9:30 am - 12:30 pm.,202108
243,Hillsboro Seventh Day Adventist,GRO,FALSE,FALSE,367 NE Grant St,Hillsboro,OR,97124,45.52857,-122.98489,https://www.hillsborosda.org/our-missions,503-648-3922,,Free Groceries.  HOURS: Thurs: 6:30 pm - 8 pm.,202108
244,Lincoln Street Elementary Free Food Market,PRD,FALSE,FALSE,801 NE Lincoln St,Hillsboro,OR,97124,45.52446,-122.9781,,,,"Free Produce.  HOURS: Wed: 11:30 am - 1 pm, 3rd Wednesday of the month (exception June 9th, 2021- 2nd Wednesday). Located on the playground on the back side of the school.",202108
246,Community Hands Up,GRO,FALSE,FALSE,372 NE Lincoln St,Hillsboro,OR,97124,45.52367,-122.98493,http://allsaintshillsboro.org/news-and-events-1/2018/5/1/community-hands-up-food-pantry,503-648-2514,,Free Groceries.  HOURS: Tues: 3 pm - 6 pm. Located within All Saints Episcopal Church. Delivery and prepared boxes **Formerly called William Temple House West**,202108
247,Lewis and Clark Montessori Food Corps,DIN,FALSE,FALSE,26775 SE Kelso Rd,Boring,OR,97009,45.41808,-122.38455,https://lewisandclarkcharter.org/food-pantry/,971-678-7663,,Free Meals.  HOURS: Tues: 11:30 am - 1:30 pm. Open in new location for prepared boxes for drive up service.,202108
248,SVDP St Matthew (Hillsboro),GRO,FALSE,FALSE,447 SE 3rd Ave,Hillsboro,OR,97123,45.51848,-122.98674,https://foodfinder.oregonfoodbank.org/locations/svdp-st-matthew-hillsboro,503-693-7528,,"Free Groceries.  HOURS: Mon - Tues: 9 am - 11:30 am; Wed - Thurs: 9 am - 11:30 am; Fri: 9 am - 11:30 am. Premade boxes available, drive thru. Delivery may be available in conjunction with the City delivery program.",202108
250,School Pantry at McKinney Elementary (McKinney PTO),GRO,FALSE,FALSE,535 NW Darnielle Street,Hillsboro,OR,97124,45.53082,-122.99585,https://www.hsd.k12.or.us/Page/4364,503-844-1660,,"Free Groceries.  HOURS: Wed: 4 pm - 6 pm, 1st and 3rd Wednesday only. Shopping list in use, set up for no physical contact. Open to the public.",202108
251,Evergreen Christian Center Food Pantry,GRO,FALSE,FALSE,4400 NW Glencoe Rd,Hillsboro,OR,97124,45.55154,-122.99477,https://ecc4.org/connect/serve,503-648-7168,,Free Groceries.  HOURS: Sun: 9 am - 11 am. Prepared boxes for drive up.,202108
252,SVDP St Patrick (Canby),GRO,FALSE,FALSE,488 NW 9th Ave,Canby,OR,97013,45.2692,-122.70118,https://stpatcanby.org/st-vincent-de-paul-food-bank,503-701-9135,,"Free Groceries.  HOURS: Wed: 3:30 pm - 7 pm. Premade boxes during COVID-19. Fresh produce, frozen meat, bread and pastry as available.",202108
253,Salvation Army Washougal,GRO,FALSE,FALSE,1612 I Street,Washougal,WA,98671,45.58447,-122.35429,https://washougal.salvationarmy.org/washougal_corps/,360-835-3171,,Free Groceries.  HOURS: Tues - Wed: 9 am - 4 pm; Thurs - Fri: 9 am - 4 pm.,202108
254,Zoar Lutheran Church,DIN,FALSE,FALSE,190 SW 3rd Ave,Canby,OR,97013,45.26028,-122.69275,https://www.zoarlutheran.org/,503-651-3723,,Free Meals.  HOURS: Tues: 5 pm - 7 pm.,202108
255,North Plains Senior Center EFB,GRO,FALSE,FALSE,31311 NW Commercial St,North Plains,OR,97133,45.59785,-122.99922,https://www.northplainssc.org/index.php/meals-wheels/,971-285-6803,,"Free Groceries.  HOURS: Thurs - Fri: 4:30 pm - 6:30 pm *2nd Thursday of the month, **4th Friday of the month. Now using an order system sheet and having people wait in cars.",202108
257,Open Door Counseling EFB,"GRO, DIN",FALSE,FALSE,34420 SW Tualatin Valley Hwy.,Hillsboro,OR,97123,45.51965,-123.03158,https://foodfinder.oregonfoodbank.org/locations/open-door-counseling-efb,503-640-6689,,Free Groceries.  HOURS: Mon - Tues: 1 pm - 3 pm; Thurs - Fri: 1 pm - 3 pm.,202108
258,Barlow Head Start Free Food Market,PRD,FALSE,FALSE,"109 Second Street
109 Second Street",Canby,OR,97013,45.25307,-122.72107,,503-384-8525,,"Free Produce.  HOURS: Sat: 10 am - 11:30 am, 4th Saturday of the month. Open to anyone in need of food assistance, no income verification required.",202108
259,Beavercreek United Church of Christ,GRO,FALSE,FALSE,23345 S Beavercreek Rd,Beavercreek,OR,97004,45.26876,-122.51833,http://www.beavercreekucc.org/food-pantry,503-593-2338,,"Free Groceries.  HOURS: Sun - Mon: 8 am - 5 pm; Tues - Wed: 8 am - 5 pm; Thurs - Fri: 8 am - 5 pm; Sat: 8 am - 5 pm. By appointment only. A volunteer will ask what you would like and make a box, following social distancing. Please call to schedule an appointment.",202108
260,Battle Ground Adventist Community Services,GRO,FALSE,FALSE,11117 NE 189th,Battle Ground,WA,98604,45.75786,-122.55808,https://www.meadowglade.com/battle-ground-adventist-community-services,360-687-3459,,Free Groceries.  HOURS: Tues: 1 pm - 5:30 pm; Thurs: 10 am - 4 pm.,202108
261,Centro Cultural Free Food Market,"PRD, DIN",FALSE,FALSE,1110 N Adair Street,Cornelius,OR,97113,45.52127,-123.05787,https://www.mowp.org/dining-center-locations/centro-cultural-cornelius/,503-707-0859,,"Free Produce.  HOURS: Tues: 2:30 pm - 5:30 pm; Wed: 2 pm - 5:30 pm. 1st and 3rd Tuesdays & 4th Wednesday of each month. Open to anyone in need of food assistance, no income verification required. Please bring your own bag.",202108
262,Cornelius United Methodist Church,GRO,FALSE,FALSE,1095 S Beech St,Cornelius,OR,97113,45.51818,-123.05851,http://church.corneliusumc.com/Foodpantry.html,503-724-9766,,Free Groceries.  HOURS: Wed: 1 pm - 3 pm; Sat: 10 am - 12 pm. Open the first Wednesday of the month from 1:00 pm- 3:00 pm and the third Saturday of the month from 10:00 am - 12:00 pm.,202108
264,Neighbors Helping Neighbors,GRO,FALSE,FALSE,21814 NW 11th Avenue,Ridgefield,WA,98642,45.77926,-122.6834,https://ridgefieldneighbors.weebly.com/aboutcontact.html,360-887-3354,,Free Groceries.  HOURS: Tues: 10 am - 12:30 pm. Closed on 5th Tuesday when they occur,202108
265,Newberg Community Soup Kitchen,DIN,FALSE,FALSE,2315 Villa Road,Newberg,OR,97132,45.31686,-122.96473,https://foodfinder.oregonfoodbank.org/locations/newberg-community-soup-kitchen,503-538-3104,,Free Meals.  HOURS: Thurs: 5 pm - 6:30 pm,202108
267,Simple Supper (Joyful Servant Lutheran Church),DIN,FALSE,FALSE,1716 Villa Road,Newberg,OR,97132,45.31303,-122.9626,https://joyfulservantlc.org/wp2/,503-538-0475,,"Free Meals.  HOURS: Tues: 5:30 pm - 6:30 pm; 1st, 3rd, & 5th Tuesdays",202108
268,School Pantry at Neil Armstrong (OFB),GRO,FALSE,FALSE,1777 Mountain View Lane,Forest Grove,OR,97116,45.51588,-123.07407,https://foodfinder.oregonfoodbank.org/locations/school-pantry-at-neil-armstrong-ofb,503-359-2465,,"Free Groceries.  HOURS: Fri: 3:30 pm - 5:30 pm. Weekly, pre-made boxes. Open to the public.",202108
269,Forest Grove Spanish SDA,GRO,FALSE,FALSE,4021 19th Ave.,Forest Grove,OR,97116,45.51874,-123.07814,https://foodfinder.oregonfoodbank.org/locations/forest-grove-spanish-sda,"503-430-1859
503) 430-1859",,Free Groceries.  HOURS: Wed: 4 pm - 5:30 pm. Premade boxes.,202108
270,Newberg FISH,GRO,FALSE,FALSE,"125 S Elliott Road, Suite A",Newberg,OR,97132,45.29945,-122.95265,https://www.newbergfish.org/,503-538-4444,,Free Groceries.  HOURS: Mon - Tues: 10 am - 1 pm; Thurs: 10 am - 1 pm.,202108
271,St Peter Friday Night Supper,DIN,FALSE,FALSE,2315 N Main Street,Newberg,OR,97132,45.31786,-122.98,https://stpeternewbergor.org/serve/community-suppers/,503-538-4312,,Free Meals.  HOURS: Fri: 5:30 pm - 6:30 pm.,202108
272,Mulino OCDC Free Food Market,PRD,FALSE,FALSE,13700 S Freeman Road,Mulino,OR,97042,45.22761,-122.58488,,503-282-0555,,Free Produce.  HOURS: Tues: 9:30 am - 1 pm. 3rd Tuesday of every month. Please bring your own bags.,202108
273,Foursquare Food Pantry,"GRO, DIN",FALSE,FALSE,33404 SW JP West Road,Scappoose,OR,97056,45.75627,-122.87975,https://foodfinder.oregonfoodbank.org/locations/foursquare-food-pantry,503-543-5069,,Free Groceries.  HOURS: Wed: 12 pm - 1 pm.,202108
274,Monday Meals,DIN,FALSE,FALSE,301 S River St.,Newberg,OR,97132,45.29832,-122.96885,"https://www.newberg.k12.or.us/district/free-community-meals#:~:text=Local%20churches%20are%20providing%20free,from%205%3A30%2D7%20p.m.",,,Free Meals.  HOURS: Mon: 5:30 pm - 6:30 pm.,202108
276,SVDP St Anthony (Forest Grove),GRO,FALSE,FALSE,1660 Elm St,Forest Grove,OR,97116,45.51377,-123.10165,http://svdp.safg.org/,503-357-9647,,"Free Groceries.  HOURS: Wed: 9 am - 12 pm; Fri - Sat: 9 am - 12 pm. Call for Appointment. Intake Wed/Fri/Sat 9am-noon; pick-up will be scheduled for Mon/Wed/Fri 12:30-2:30pm. Client will stay in vehicle or outside, volunteer will bring box to your car (or socially distanced hand-off if on foot).",202108
277,Forest Grove Foursquare Church,GRO,FALSE,FALSE,1719 Cedar St,Forest Grove,OR,97116,45.51631,-123.10636,https://foodfinder.oregonfoodbank.org/locations/forest-grove-foursquare-church,503-357-4400,,"Free Groceries.  HOURS: Thurs: 10:45 am - 12:45 pm. MUST bring your own boxes/bags to carry food as the pantry does not have enough, if any.",202108
278,Sandy Community Action Center Free Food Market,"PRD, GRO",FALSE,FALSE,38982 Pioneer Blvd,Sandy,OR,97055,45.39612,-122.26213,https://sandyactioncenter.com/,503-668-4746,,"Free Produce.  HOURS: Thurs: 9 am - 12 pm. 3rd Thursday of the month (drive through). Please bring your own bag. Open to anyone in need of food assistance, no income verification required.",202108
280,Forest Grove HS Free Food Market,PRD,FALSE,FALSE,1401 Nichols Ln,Forest Grove,OR,97116,45.53516,-123.12083,,,,Free Produce.  HOURS: Mon: 2 pm - 4 pm. Weekly on Monday. Bring your own bags.,202108
281,SVDP St Michael,GRO,FALSE,FALSE,18090 SE Langensand Rd,Sandy,OR,97055,45.39275,-122.24817,https://foodfinder.oregonfoodbank.org/locations/svdp-st-michael,503-668-4446,,Free Groceries.  HOURS: Thurs: 10 am - 2 pm. Please call 503-668-3386 for appointment (distributions on Thursdays 10a.m. -2 p.m.) Food Box.,202108
282,School Pantry at Clackamas River Elementary,GRO,FALSE,FALSE,301 NE 2nd Ave,Estacada,OR,97023,45.29065,-122.33281,https://estacadafoodbank.org/school-pantry/,503-630-8552,,"Free Groceries.  HOURS: Wed: 2 pm - 4 pm. Open hours Wednesday for Clackamas River families, but also online & pick up available other days when the community pantry is open.",202108
283,Estacada Area Food Bank,GRO,FALSE,FALSE,272 S Broadway,Estacada,OR,97023,45.28794,-122.33511,https://estacadafoodbank.org/,503-630-2888,,Free Groceries.  HOURS: Tues: 10 am - 1 pm; Wed: 4 pm - 6 pm; Fri: 10 am - 2 pm. Wednesday 4pm-6pm; Friday 10am-2pm. Tuesday 10am-1pm. CLOSED the 1st & 3rd Tuesdays of each month. Shopping list onsite (Online order also available through www.estacadafoodbank.org).,202108
284,Banks Community Food Bank,GRO,FALSE,FALSE,42391 NW Depot Street,Banks,OR,97106,45.61918,-123.11325,https://bankscommunityumc.org/mission-work/food-bank/,503-647-5511,,Free Groceries.  HOURS: Open Wednesday from 9:00 am - Noon and 2:00 pm - 4:00 pm. Packing boxes from a shopping list.,202108
285,Promise Pantry,GRO,FALSE,FALSE,33331 Full Quartz Landing,Dundee,OR,97115,45.27453,-122.99439,https://promisecenter.org/pantry.html,503-307-0730,,Free Groceries.  HOURS: Sun: 1 pm - 3 pm,202108
286,Wapato Valley Church,GRO,FALSE,FALSE,200 Front Street,Gaston,OR,97119,45.43687,-123.14007,http://wapato-valley-church.bridgeelementcms.com/food-bank,503-985-3351,,Free Groceries.  HOURS: Thurs: 5 pm - 7 pm. Drive through picking up prepared boxes. Verbal sign in.,202108
287,SVDP St James,GRO,FALSE,FALSE,301 Frances St,Molalla,OR,97038,45.15358,-122.57102,http://stjamesmolalla.org/ministries/st-vincent-depaul/,503-829-8020,,Free Groceries.  HOURS: Sun - Mon: 8 am - 5 pm; Tues - Wed: 8 am - 5 pm; Thurs - Fri: 8 am - 5 pm; Sat: 8 am - 5 pm. Open distribution the thrid Thursday of every month from 5:00 p.m. - 7:00 p.m. (no appointment necessary). For all other times please call for an appointment time.,202108
288,Foothills Community Church EFB,GRO,FALSE,FALSE,122 Grange Ave,Molalla,OR,97038,45.14757,-122.57344,https://foothillsonline.com/resource-center,503-829-5101,,Free Groceries.  HOURS: Tues: 9 am - 3 pm; Thurs: 9 am - 3 pm.,202108
291,Molalla Service Center,GRO,FALSE,FALSE,412 S. Swiegle Ave,Molalla,OR,97038,45.14391,-122.57754,https://www.homelessshelterdirectory.org/foodbank/or_molalla-service-center,503-829-5561,,Free Groceries.  HOURS: Mon: 10 am - 2 pm; Wed: 10 am - 2 pm.,202108
292,Colton Helping Hands,GRO,FALSE,FALSE,30138 S Wall St,Colton,OR,97017,45.17054,-122.43715,https://foodfinder.oregonfoodbank.org/locations/colton-helping-hands,503-829-5679,,Free Groceries.  HOURS: Mon: 7:30 am - 11 am. Prepared boxes for drive-up service. Serves Colton and surrounding areas.,202108
293,SDA Woodburn Spanish,GRO,FALSE,FALSE,782 Willow Avenue,Woodburn,OR,97071,45.15628,-122.88862,https://foodfinder.oregonfoodbank.org/locations/milwaukie-spanish-seventh-day-adventist,503-756-3931,,Free Groceries.  HOURS: Sat: 12 pm - 3 pm.,202108
294,Woodburn Family Learning Center,GRO,FALSE,FALSE,1440 Newberg Highway,Woodburn,OR,97071,45.14915,-122.86426,https://foodfinder.oregonfoodbank.org/locations/woodburn-family-learning-center,503-981-1309,,Free Groceries.  HOURS: Mon - Tues: 9 am - 3 pm; Wed - Thurs: 9 am - 3 pm; Fri: 9 am - 3 pm. Closed 12-1:30 for lunch.,202108
295,SVDP St Luke's Conference,GRO,FALSE,FALSE,417 Harrison St.,Woodburn,OR,97071,45.1464,-122.85647,https://www.homelessshelterdirectory.org/shelter/or_st-lukes-conference-st-vincent-de-paul,503-981-5011,,"Free Groceries.  HOURS: Thurs: 5 pm - 7 pm, 2nd, 4th Thursday",202108
296,AWARE Food Bank,GRO,FALSE,FALSE,152 Arthur St,Woodburn,OR,97071,45.14194,-122.85817,https://awarefoodbank.org/,503-981-5828,,Free Groceries.  HOURS: Mon - Tues: 9 am - 12 pm; Thurs - Fri: 9 am - 12 pm.,202108
297,Share & Care,GRO,FALSE,FALSE,445 N Maple,Yamhill,OR,97148,45.34471,-123.18703,http://yamhillcap.org/food,503-662-4291,,Free Groceries.  HOURS: By appointment.,202108
298,Lewis River Mobile Food Bank,GRO,FALSE,FALSE,38615 NE 41st Ave,La Center,WA,98629,45.9006,-122.62842,http://lewisrivermobilefoodbank.org/,360-263-5763,,Free Groceries.  HOURS: Sun: 2 pm - 4 pm. Multiple locations and times. Please call for distribution details.,202108
299,Woodland Action Center,GRO,FALSE,FALSE,736 Davidson Avenue,Woodland,WA,98674,45.90119,-122.7544,https://www.woodlandaction.org/,360-225-9998,,"Free Groceries.  HOURS: Tues: 12 pm - 4 pm; Sat: 12 pm - 4 pm. Serves zip codes 98674, 98603, 98616, 98629, 98675, 98601",202108
300,Lafayette Food Pantry,GRO,FALSE,FALSE,251 Jefferson St,Lafayette,OR,97127,45.24395,-123.11432,https://foodfinder.oregonfoodbank.org/locations/lafayette-food-pantry,503-550-1523,,"Free Groceries.  HOURS: Tues: 4 pm - 5 pm, 2nd & 4th Tuesdays.",202108
